Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,Year
3,Brooklyn Nets,82,19855,.441,13.7,,.589,.269,.175,.083,.062,.411,,.500,.643,.379,.400,.354,.356,,.507,.844,,.043,269,,.287,1098,,.201,.376,,13,1,2018
4,Chicago Bulls,82,19855,.435,13.6,,.650,.254,.165,.095,.135,.350,,.478,.624,.390,.388,.377,.355,,.510,.848,,.039,261,,.250,942,,.184,.372,,15,0,2018
5,Charlotte Hornets,82,19780,.450,13.2,,.686,.273,.160,.114,.138,.314,,.487,.642,.380,.408,.370,.369,,.484,.756,,.046,300,,.268,1030,,.154,.369,,21,0,2018
6,Cleveland Cavaliers*,82,19730,.476,13.8,,.621,.297,.113,.092,.119,.379,,.540,.706,.368,.413,.387,.372,,.478,.819,,.051,319,,.269,1163,,.252,.417,,13,0,2018
7,Dallas Mavericks,82,19805,.444,14.4,,.618,.241,.135,.105,.137,.382,,.496,.652,.400,.385,.405,.360,,.491,.824,,.048,295,,.222,850,,.169,.416,,20,0,2018
8,Denver Nuggets,82,19880,.470,12.8,,.643,.275,.204,.090,.074,.357,,.525,.664,.424,.441,.391,.371,,.526,.848,,.055,356,,.302,1157,,.167,.417,,26,0,2018
9,Detroit Pistons,82,19805,.450,13.1,,.667,.260,.185,.107,.116,.333,,.488,.657,.346,.433,.388,.373,,.465,.889,,.044,271,,.280,1047,,.227,.392,,19,1,2018
10,Golden State Warriors*,82,19730,.503,14.0,,.661,.267,.111,.139,.144,.339,,.560,.708,.424,.485,.463,.391,,.643,.801,,.071,454,,.229,952,,.158,.405,,26,0,2018
11,Houston Rockets*,82,19755,.460,15.0,,.498,.288,.104,.062,.044,.502,,.558,.669,.369,.454,.430,.362,,.470,.689,,.062,392,,.261,1004,,.228,.400,,17,1,2018
12,Indiana Pacers*,82,19755,.472,13.0,,.716,.293,.136,.096,.191,.284,,.513,.638,.420,.449,.422,.369,,.465,.819,,.041,250,,.294,1168,,.220,.425,,21,0,2018
13,Los Angeles Clippers,82,19705,.471,11.8,,.686,.347,.164,.083,.091,.314,,.525,.659,.378,.424,.378,.354,,.502,.726,,.082,512,,.301,1153,,.219,.338,,15,1,2018
14,Los Angeles Lakers,82,19905,.461,12.4,,.671,.321,.168,.086,.096,.329,,.517,.670,.390,.354,.378,.345,,.492,.865,,.059,385,,.299,1253,,.159,.372,,17,0,2018
15,Memphis Grizzlies,82,19705,.444,12.8,,.683,.312,.139,.100,.132,.317,,.486,.620,.352,.372,.398,.352,,.510,.815,,.049,296,,.304,1087,,.189,.350,,26,0,2018
16,Miami Heat*,82,19930,.455,13.2,,.642,.280,.163,.095,.104,.358,,.508,.657,.416,.383,.366,.360,,.457,.908,,.053,336,,.268,1067,,.256,.388,,18,0,2018
17,Milwaukee Bucks*,82,19830,.478,12.4,,.703,.310,.152,.114,.127,.297,,.531,.685,.373,.463,.406,.355,,.501,.883,,.068,419,,.279,1065,,.263,.405,,12,0,2018
18,Minnesota Timberwolves*,82,19805,.476,12.3,,.739,.264,.196,.129,.150,.261,,.519,.690,.433,.432,.403,.357,,.487,.825,,.053,343,,.255,1029,,.226,.403,,12,0,2018
19,New Orleans Pelicans*,82,19955,.483,12.5,,.681,.295,.179,.099,.109,.319,,.540,.667,.475,.441,.396,.362,,.549,.876,,.054,362,,.307,1294,,.233,.399,,14,0,2018
20,New York Knicks,82,19830,.464,12.7,,.734,.278,.156,.140,.159,.266,,.504,.656,.398,.442,.399,.352,,.499,.869,,.040,259,,.276,1119,,.194,.406,,20,0,2018
21,Oklahoma City Thunder*,82,19830,.453,13.2,,.655,.315,.096,.105,.138,.345,,.505,.639,.367,.404,.375,.354,,.426,.831,,.067,408,,.272,1082,,.239,.372,,21,0,2018
22,Orlando Magic,82,19730,.452,13.3,,.658,.259,.180,.108,.112,.342,,.504,.688,.398,.347,.403,.351,,.515,.851,,.052,335,,.272,1088,,.178,.374,,8,0,2018
23,Philadelphia 76ers*,82,19780,.472,13.3,,.656,.272,.168,.109,.107,.344,,.526,.702,.401,.383,.421,.369,,.556,.954,,.060,386,,.270,1105,,.151,.397,,20,0,2018
24,Phoenix Suns,82,19705,.442,12.5,,.680,.313,.145,.115,.107,.320,,.492,.618,.387,.399,.369,.334,,.467,.823,,.063,387,,.293,1079,,.209,.366,,16,0,2018
25,Portland Trail Blazers*,82,19755,.452,13.0,,.676,.283,.155,.111,.127,.324,,.493,.609,.383,.434,.418,.366,,.416,.721,,.039,246,,.266,998,,.175,.386,,4,0,2018
26,Sacramento Kings,82,19755,.450,12.9,,.722,.242,.205,.115,.159,.278,,.479,.642,.395,.385,.407,.375,,.477,.817,,.045,290,,.248,907,,.200,.409,,25,0,2018
27,San Antonio Spurs*,82,19730,.457,12.7,,.718,.261,.169,.143,.144,.282,,.499,.660,.406,.416,.400,.352,,.497,.897,,.031,192,,.263,1080,,.235,.400,,16,0,2018
28,Toronto Raptors*,82,19830,.472,13.2,,.623,.291,.160,.098,.074,.377,,.541,.681,.414,.428,.419,.358,,.499,.816,,.050,338,,.272,1114,,.243,.396,,19,1,2018
29,Utah Jazz*,82,19755,.462,13.2,,.643,.284,.151,.100,.108,.357,,.515,.674,.370,.398,.408,.366,,.500,.805,,.069,434,,.273,994,,.268,.418,,14,0,2018
30,Washington Wizards*,82,19855,.467,13.4,,.690,.243,.159,.139,.149,.310,,.508,.673,.418,.436,.405,.375,,.548,.880,,.042,248,,.252,1008,,.192,.376,,17,0,2018
,League Average,82,19795,.460,13.2,,.663,.281,.156,.106,.120,.337,,.510,.658,.394,.415,.400,.362,,.499,.830,,.053,331,,.273,1064,,.208,.394,,17.5,0.2,2018
Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,2019
1,Atlanta Hawks,82,19855,.451,13.6,,.597,.332,.134,.083,.047,.403,,.518,.640,.356,.374,.374,.352,,.533,.824,,.081,528,,.306,1175,,.245,.393,,21,0,2019
2,Boston Celtics*,82,19780,.465,14.5,,.619,.248,.147,.114,.109,.381,,.527,.677,.420,.448,.410,.365,,.527,.854,,.051,337,,.247,1028,,.196,.355,,7,0,2019
3,Brooklyn Nets*,82,19980,.449,13.7,,.597,.299,.166,.084,.048,.403,,.513,.639,.373,.423,.366,.353,,.508,.774,,.051,326,,.309,1207,,.185,.377,,14,1,2019
4,Chicago Bulls,82,19905,.453,12.4,,.705,.310,.191,.104,.101,.295,,.496,.627,.408,.392,.368,.351,,.465,.838,,.052,340,,.295,1112,,.218,.400,,14,0,2019
5,Charlotte Hornets,82,19830,.448,13.9,,.622,.289,.165,.083,.084,.378,,.507,.625,.387,.440,.401,.351,,.494,.777,,.041,264,,.305,1181,,.194,.415,,37,2,2019
6,Cleveland Cavaliers,82,19755,.444,13.4,,.668,.277,.171,.114,.105,.332,,.488,.619,.390,.411,.387,.355,,.435,.802,,.040,248,,.272,1042,,.207,.360,,11,0,2019
7,Dallas Mavericks,82,19780,.447,14.5,,.578,.268,.157,.088,.065,.422,,.524,.677,.400,.397,.371,.340,,.506,.806,,.067,428,,.233,917,,.194,.383,,27,1,2019
8,Denver Nuggets*,82,19730,.466,13.1,,.652,.277,.203,.101,.070,.348,,.527,.674,.407,.457,.394,.351,,.571,.883,,.053,348,,.270,1103,,.183,.406,,17,1,2019
9,Detroit Pistons*,82,19855,.440,14.0,,.606,.263,.197,.074,.073,.394,,.500,.638,.396,.365,.419,.348,,.465,.831,,.044,277,,.304,1133,,.252,.380,,29,0,2019
10,Golden State Warriors*,82,19805,.491,15.2,,.616,.250,.107,.121,.138,.384,,.557,.703,.433,.477,.458,.385,,.610,.803,,.074,504,,.216,916,,.195,.427,,19,2,2019
11,Houston Rockets*,82,19830,.449,15.6,,.481,.261,.145,.050,.025,.519,,.551,.670,.400,.415,.452,.356,,.482,.626,,.060,392,,.255,969,,.242,.372,,8,1,2019
12,Indiana Pacers*,82,19705,.475,12.9,,.708,.311,.158,.086,.152,.292,,.517,.651,.407,.416,.414,.374,,.557,.864,,.035,224,,.317,1304,,.229,.432,,10,1,2019
13,Los Angeles Clippers*,82,19830,.471,12.4,,.705,.312,.182,.113,.098,.295,,.507,.638,.397,.426,.385,.388,,.497,.849,,.063,408,,.288,1081,,.210,.409,,15,0,2019
14,Los Angeles Lakers,82,19780,.470,12.7,,.658,.345,.155,.078,.080,.342,,.541,.677,.387,.372,.419,.333,,.539,.793,,.084,572,,.307,1257,,.208,.348,,11,0,2019
15,Memphis Grizzlies,82,19880,.450,13.3,,.658,.278,.184,.101,.095,.342,,.505,.643,.419,.390,.393,.342,,.562,.826,,.044,274,,.265,1019,,.232,.359,,15,0,2019
16,Miami Heat,82,19730,.450,13.3,,.632,.291,.175,.102,.064,.368,,.509,.637,.427,.375,.364,.349,,.505,.880,,.066,437,,.270,1058,,.256,.375,,16,1,2019
17,Milwaukee Bucks*,82,19780,.476,13.9,,.581,.340,.122,.066,.053,.419,,.565,.698,.346,.424,.389,.353,,.500,.825,,.073,488,,.307,1342,,.195,.386,,8,0,2019
18,Minnesota Timberwolves,82,19830,.456,13.1,,.685,.288,.176,.099,.121,.315,,.504,.660,.391,.395,.388,.351,,.505,.862,,.046,319,,.286,1183,,.215,.387,,16,0,2019
19,New Orleans Pelicans,82,19755,.473,12.4,,.676,.315,.199,.094,.068,.324,,.536,.674,.423,.447,.344,.344,,.542,.869,,.054,379,,.312,1371,,.206,.351,,12,0,2019
20,New York Knicks,82,19780,.433,13.5,,.666,.311,.129,.103,.122,.334,,.479,.603,.345,.386,.385,.340,,.418,.826,,.052,315,,.288,1083,,.166,.342,,8,0,2019
21,Oklahoma City Thunder*,82,19855,.454,12.9,,.653,.339,.132,.102,.080,.347,,.510,.637,.362,.372,.393,.348,,.451,.814,,.068,459,,.294,1206,,.256,.376,,21,2,2019
22,Orlando Magic*,82,19780,.454,14.4,,.640,.246,.161,.104,.128,.360,,.509,.674,.422,.384,.401,.356,,.553,.832,,.053,353,,.239,954,,.191,.380,,23,0,2019
23,Philadelphia 76ers*,82,19805,.471,13.5,,.658,.285,.166,.105,.101,.342,,.529,.696,.401,.401,.401,.359,,.546,.937,,.064,412,,.261,1089,,.178,.367,,12,0,2019
24,Phoenix Suns,82,19880,.459,13.1,,.665,.301,.158,.114,.093,.335,,.525,.656,.407,.440,.400,.329,,.528,.808,,.068,434,,.267,1033,,.234,.339,,14,1,2019
25,Portland Trail Blazers*,82,19855,.467,13.2,,.661,.329,.133,.090,.109,.339,,.523,.621,.404,.454,.428,.359,,.472,.749,,.060,383,,.273,1103,,.151,.366,,8,0,2019
26,Sacramento Kings,82,19730,.464,13.1,,.679,.277,.199,.097,.104,.321,,.504,.674,.375,.404,.395,.378,,.507,.818,,.063,437,,.274,1125,,.200,.390,,17,0,2019
27,San Antonio Spurs*,82,19805,.478,13.9,,.714,.214,.179,.156,.165,.286,,.513,.680,.457,.436,.431,.392,,.494,.865,,.029,186,,.230,995,,.196,.456,,16,0,2019
28,Toronto Raptors*,82,19880,.474,13.8,,.621,.279,.169,.090,.083,.379,,.539,.659,.452,.431,.432,.366,,.499,.852,,.044,294,,.263,1101,,.276,.425,,15,0,2019
29,Utah Jazz*,82,19755,.468,13.5,,.606,.315,.153,.073,.064,.394,,.541,.684,.369,.398,.412,.356,,.556,.848,,.091,573,,.288,1098,,.277,.374,,19,1,2019
30,Washington Wizards,82,19930,.468,13.8,,.630,.306,.137,.086,.101,.370,,.543,.698,.403,.386,.393,.341,,.533,.868,,.067,454,,.282,1210,,.213,.360,,12,0,2019
,League Average,82,19818,.461,13.5,,.641,.292,.162,.096,.092,.359,,.520,.658,.400,.413,.401,.355,,.513,.823,,.058,380,,.278,1113,,.214,.383,,15.7,0.5,2019
Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,2020
1,Atlanta Hawks,67,16280,.449,14.1,,.602,.291,.155,.097,.059,.398,,.525,.658,.414,.394,.376,.333,,.525,.743,,.086,448,,.268,829,,.201,.342,,13,1,2020
2,Boston Celtics*,72,17430,.461,13.9,,.614,.276,.173,.094,.071,.386,,.522,.662,.387,.437,.416,.364,,.491,.707,,.053,302,,.307,1039,,.181,.396,,22,0,2020
3,Brooklyn Nets*,72,17480,.448,13.8,,.577,.315,.150,.070,.042,.423,,.524,.651,.358,.381,.413,.343,,.518,.789,,.068,383,,.318,1061,,.213,.369,,13,0,2020
4,Chicago Bulls,65,15675,.447,13.3,,.604,.340,.152,.057,.055,.396,,.511,.627,.362,.375,.354,.348,,.487,.812,,.072,372,,.305,900,,.225,.383,,13,0,2020
5,Charlotte Hornets,65,15750,.434,13.5,,.601,.303,.192,.062,.044,.399,,.489,.627,.357,.321,.352,.352,,.560,.803,,.061,307,,.299,828,,.201,.397,,14,0,2020
6,Cleveland Cavaliers,65,15725,.458,13.2,,.638,.297,.183,.101,.057,.362,,.519,.640,.407,.443,.385,.351,,.472,.835,,.057,295,,.267,833,,.188,.396,,7,0,2020
7,Dallas Mavericks*,75,18175,.461,15.2,,.543,.245,.162,.082,.053,.457,,.541,.696,.407,.413,.431,.367,,.483,.783,,.054,325,,.236,927,,.204,.408,,20,0,2020
8,Denver Nuggets*,73,17745,.473,13.3,,.656,.278,.180,.105,.092,.344,,.533,.687,.402,.417,.456,.359,,.560,.853,,.056,326,,.270,1003,,.208,.401,,19,1,2020
9,Detroit Pistons,66,15965,.459,13.2,,.619,.282,.214,.072,.050,.381,,.515,.660,.400,.369,.401,.367,,.499,.871,,.061,314,,.304,891,,.284,.422,,13,1,2020
10,Golden State Warriors,65,15725,.438,14.4,,.645,.244,.166,.108,.128,.355,,.495,.666,.382,.416,.384,.334,,.597,.841,,.068,343,,.252,733,,.182,.405,,11,0,2020
11,Houston Rockets*,72,17380,.451,15.2,,.499,.297,.126,.040,.036,.501,,.557,.672,.379,.403,.402,.345,,.430,.692,,.050,297,,.293,1075,,.245,.378,,10,0,2020
12,Indiana Pacers*,73,17620,.476,13.3,,.683,.298,.151,.119,.116,.317,,.529,.651,.428,.456,.420,.363,,.533,.867,,.037,216,,.302,1130,,.232,.389,,10,0,2020
13,Los Angeles Clippers*,72,17380,.466,13.8,,.625,.272,.167,.104,.081,.375,,.522,.669,.408,.419,.400,.371,,.465,.818,,.067,392,,.243,834,,.250,.401,,11,0,2020
14,Los Angeles Lakers*,71,17090,.480,13.4,,.642,.315,.147,.084,.097,.358,,.552,.723,.401,.401,.355,.349,,.518,.831,,.091,528,,.277,1025,,.260,.402,,10,0,2020
15,Memphis Grizzlies,73,17570,.468,13.0,,.654,.281,.210,.103,.060,.346,,.532,.667,.443,.427,.397,.347,,.547,.880,,.057,337,,.265,989,,.202,.381,,12,0,2020
16,Miami Heat*,73,17745,.468,14.7,,.581,.255,.159,.090,.077,.419,,.532,.693,.418,.398,.386,.379,,.558,.849,,.073,401,,.231,811,,.231,.381,,19,0,2020
17,Milwaukee Bucks*,73,17595,.476,14.6,,.572,.284,.141,.082,.064,.428,,.567,.717,.374,.458,.467,.355,,.498,.811,,.057,355,,.274,1066,,.204,.392,,9,0,2020
18,Minnesota Timberwolves,64,15560,.441,14.0,,.567,.308,.164,.055,.040,.433,,.521,.640,.384,.373,.372,.336,,.490,.791,,.043,229,,.325,1020,,.173,.339,,11,1,2020
19,New Orleans Pelicans,72,17430,.465,13.8,,.597,.309,.144,.079,.065,.403,,.528,.666,.376,.394,.378,.370,,.516,.874,,.060,359,,.302,1106,,.233,.401,,20,0,2020
20,New York Knicks,66,15965,.447,12.9,,.682,.313,.159,.091,.119,.318,,.499,.640,.364,.401,.382,.337,,.451,.872,,.072,370,,.286,867,,.201,.374,,7,0,2020
21,Oklahoma City Thunder*,72,17430,.468,13.8,,.647,.260,.173,.128,.087,.353,,.529,.680,.386,.455,.474,.355,,.457,.778,,.061,342,,.272,864,,.195,.357,,22,1,2020
22,Orlando Magic*,73,17570,.444,14.2,,.636,.252,.169,.121,.095,.364,,.502,.664,.406,.392,.381,.343,,.511,.859,,.052,292,,.260,909,,.142,.395,,25,1,2020
23,Philadelphia 76ers*,73,17595,.468,13.8,,.640,.266,.173,.114,.087,.360,,.524,.688,.410,.408,.399,.368,,.516,.913,,.056,329,,.254,917,,.193,.409,,12,0,2020
24,Phoenix Suns,73,17595,.468,13.4,,.639,.296,.146,.116,.081,.361,,.529,.659,.404,.444,.405,.358,,.574,.889,,.054,306,,.271,979,,.240,.374,,8,0,2020
25,Portland Trail Blazers*,74,17835,.463,14.3,,.626,.272,.139,.117,.097,.374,,.514,.634,.399,.428,.446,.377,,.409,.669,,.047,288,,.243,888,,.185,.418,,12,0,2020
26,Sacramento Kings,72,17455,.462,14.2,,.605,.253,.187,.090,.075,.395,,.527,.689,.400,.416,.426,.364,,.471,.828,,.052,302,,.258,930,,.211,.392,,8,1,2020
27,San Antonio Spurs,71,17215,.472,14.1,,.682,.233,.158,.144,.147,.318,,.516,.666,.435,.458,.422,.376,,.481,.888,,.035,197,,.241,878,,.207,.400,,15,0,2020
28,Toronto Raptors*,72,17380,.458,14.0,,.579,.311,.155,.056,.058,.421,,.519,.645,.381,.367,.351,.374,,.530,.811,,.054,315,,.305,1025,,.217,.382,,12,0,2020
29,Utah Jazz*,72,17355,.471,14.1,,.586,.256,.196,.087,.048,.414,,.535,.692,.407,.420,.428,.380,,.452,.775,,.064,345,,.268,889,,.249,.418,,21,1,2020
30,Washington Wizards,72,17355,.457,14.2,,.642,.259,.160,.111,.112,.358,,.506,.688,.363,.410,.387,.368,,.509,.832,,.047,276,,.285,1029,,.167,.388,,18,1,2020
,League Average,71,17061,.460,13.9,,.616,.282,.165,.093,.077,.384,,.524,.667,.396,.416,.404,.358,,.504,.815,,.059,330,,.276,943,,.211,.390,,13.9,0.3,2020
Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,2021
1,Atlanta Hawks*,72,17405,.468,13.9,,.618,.260,.178,.119,.061,.382,,.526,.656,.415,.454,.443,.373,,.504,.791,,.065,368,,.252,818,,.207,.400,,9,0,2021
2,Boston Celtics*,72,17380,.466,14.7,,.591,.218,.208,.094,.071,.409,,.530,.693,.453,.412,.414,.374,,.478,.746,,.054,307,,.263,941,,.191,.393,,16,0,2021
3,Brooklyn Nets*,72,17405,.494,14.1,,.587,.271,.164,.097,.055,.413,,.565,.693,.443,.480,.450,.392,,.536,.795,,.062,357,,.261,936,,.220,.408,,9,0,2021
4,Chicago Bulls,72,17380,.476,13.8,,.617,.275,.178,.085,.079,.383,,.542,.672,.447,.428,.425,.370,,.549,.838,,.048,281,,.282,1021,,.231,.427,,13,1,2021
5,Charlotte Hornets,72,17355,.455,14.2,,.578,.283,.166,.071,.059,.422,,.517,.637,.400,.418,.387,.369,,.589,.831,,.063,355,,.281,907,,.221,.421,,11,0,2021
6,Cleveland Cavaliers,72,17430,.450,12.6,,.653,.310,.211,.085,.047,.347,,.510,.626,.419,.400,.354,.336,,.540,.840,,.061,341,,.289,946,,.220,.376,,4,0,2021
7,Dallas Mavericks*,72,17305,.470,15.3,,.564,.230,.152,.111,.071,.436,,.554,.715,.429,.475,.426,.362,,.445,.778,,.055,291,,.215,796,,.208,.368,,14,1,2021
8,Denver Nuggets*,72,17480,.485,14.1,,.617,.226,.215,.095,.081,.383,,.552,.730,.460,.444,.425,.377,,.523,.851,,.051,295,,.268,1005,,.219,.429,,16,0,2021
9,Detroit Pistons,72,17430,.452,13.5,,.615,.273,.210,.073,.060,.385,,.515,.660,.416,.359,.386,.351,,.509,.901,,.057,312,,.303,1014,,.226,.351,,5,0,2021
10,Golden State Warriors,72,17305,.468,15.3,,.561,.229,.181,.072,.079,.439,,.541,.709,.449,.402,.391,.376,,.595,.806,,.064,370,,.267,962,,.210,.402,,16,1,2021
11,Houston Rockets,72,17305,.444,14.7,,.541,.284,.158,.043,.056,.459,,.532,.683,.385,.354,.317,.339,,.486,.814,,.056,314,,.309,1091,,.227,.342,,9,1,2021
12,Indiana Pacers,72,17455,.474,13.2,,.628,.316,.176,.081,.054,.372,,.540,.655,.414,.445,.417,.364,,.535,.880,,.033,198,,.341,1301,,.210,.421,,6,0,2021
13,Los Angeles Clippers*,72,17280,.482,14.8,,.600,.219,.164,.121,.095,.400,,.529,.688,.432,.446,.439,.411,,.454,.834,,.060,326,,.210,734,,.271,.472,,13,1,2021
14,Los Angeles Lakers*,72,17455,.472,13.5,,.637,.288,.167,.105,.077,.363,,.539,.701,.434,.403,.350,.354,,.506,.877,,.065,344,,.282,1046,,.250,.367,,10,0,2021
15,Memphis Grizzlies*,72,17405,.467,13.0,,.658,.251,.221,.141,.046,.342,,.525,.661,.443,.453,.393,.356,,.543,.872,,.051,297,,.261,959,,.258,.377,,4,0,2021
16,Miami Heat*,72,17380,.468,14.8,,.568,.247,.161,.096,.064,.432,,.553,.719,.437,.427,.391,.358,,.562,.893,,.057,309,,.255,910,,.239,.361,,14,0,2021
17,Milwaukee Bucks*,72,17330,.487,14.6,,.596,.255,.155,.104,.082,.404,,.554,.717,.419,.457,.426,.389,,.468,.782,,.059,348,,.260,1001,,.211,.407,,9,0,2021
18,Minnesota Timberwolves,72,17405,.448,13.7,,.587,.299,.172,.061,.054,.413,,.518,.650,.391,.363,.362,.349,,.532,.835,,.059,329,,.311,1098,,.208,.362,,8,0,2021
19,New Orleans Pelicans,72,17430,.477,12.6,,.658,.336,.165,.087,.071,.342,,.544,.660,.413,.414,.457,.348,,.526,.871,,.060,348,,.345,1230,,.237,.345,,17,3,2021
20,New York Knicks*,72,17430,.456,13.5,,.653,.254,.190,.118,.091,.347,,.490,.637,.385,.407,.411,.392,,.416,.842,,.054,300,,.262,829,,.283,.426,,5,0,2021
21,Oklahoma City Thunder,72,17355,.441,13.7,,.601,.278,.200,.074,.050,.399,,.509,.635,.401,.410,.381,.339,,.455,.824,,.048,275,,.314,1031,,.188,.375,,16,1,2021
22,Orlando Magic,72,17330,.429,14.4,,.644,.201,.212,.121,.109,.356,,.476,.652,.386,.424,.388,.343,,.469,.827,,.036,197,,.258,838,,.150,.359,,10,0,2021
23,Philadelphia 76ers*,72,17430,.476,13.7,,.653,.241,.203,.117,.092,.347,,.531,.672,.436,.479,.438,.374,,.452,.894,,.056,321,,.244,819,,.261,.417,,9,0,2021
24,Phoenix Suns*,72,17480,.490,14.9,,.608,.211,.158,.148,.091,.392,,.563,.718,.470,.509,.454,.378,,.524,.849,,.039,232,,.215,843,,.265,.430,,11,0,2021
25,Portland Trail Blazers*,72,17305,.453,15.6,,.552,.244,.133,.085,.089,.448,,.509,.637,.378,.439,.422,.385,,.405,.693,,.033,183,,.254,937,,.159,.393,,10,0,2021
26,Sacramento Kings,72,17305,.481,13.6,,.624,.249,.213,.106,.056,.376,,.551,.717,.432,.479,.400,.364,,.516,.805,,.062,359,,.260,931,,.212,.422,,12,0,2021
27,San Antonio Spurs,72,17480,.462,13.3,,.686,.240,.199,.142,.105,.314,,.514,.658,.435,.433,.444,.350,,.492,.877,,.035,204,,.281,1019,,.200,.377,,5,0,2021
28,Toronto Raptors,72,17305,.448,14.9,,.556,.236,.194,.065,.061,.444,,.512,.662,.407,.409,.375,.368,,.483,.822,,.051,280,,.286,969,,.225,.388,,11,0,2021
29,Utah Jazz*,72,17355,.468,15.5,,.512,.207,.201,.069,.035,.488,,.544,.703,.443,.448,.372,.389,,.444,.763,,.058,325,,.225,786,,.254,.408,,13,0,2021
30,Washington Wizards*,72,17405,.475,13.6,,.681,.199,.268,.101,.114,.319,,.533,.695,.515,.408,.402,.351,,.501,.880,,.055,320,,.299,1074,,.231,.369,,9,0,2021
,League Average,72,17381,.466,14.1,,.608,.254,.186,.096,.072,.392,,.530,.675,.428,.435,.409,.367,,.502,.826,,.054,303,,.272,960,,.222,.395,,10.5,0.3,2021
Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,2022
1,Atlanta Hawks*,82,19705,.470,14.5,,.610,.246,.164,.111,.089,.390,,.531,.669,.437,.444,.429,.374,,.529,.735,,.060,401,,.233,916,,.221,.426,,14,1,2022
2,Boston Celtics*,82,19905,.466,14.8,,.575,.218,.203,.082,.073,.425,,.547,.739,.450,.411,.398,.356,,.512,.813,,.058,370,,.276,1147,,.231,.389,,10,0,2022
3,Brooklyn Nets*,82,19755,.475,13.9,,.641,.245,.166,.136,.094,.359,,.538,.659,.447,.475,.478,.361,,.541,.764,,.053,338,,.251,982,,.235,.393,,7,0,2022
4,Chicago Bulls*,82,19730,.480,13.8,,.668,.259,.151,.127,.131,.332,,.535,.677,.452,.450,.435,.369,,.476,.852,,.050,321,,.247,1019,,.273,.418,,18,1,2022
5,Charlotte Hornets,82,19880,.468,13.9,,.582,.290,.177,.069,.047,.418,,.542,.690,.385,.402,.419,.365,,.559,.857,,.079,531,,.285,1141,,.287,.372,,20,0,2022
6,Cleveland Cavaliers,82,19730,.469,13.7,,.613,.284,.182,.091,.056,.387,,.541,.697,.402,.426,.391,.355,,.556,.822,,.080,501,,.243,944,,.235,.332,,9,1,2022
7,Dallas Mavericks*,82,19755,.461,15.3,,.561,.206,.176,.108,.071,.439,,.548,.736,.450,.452,.395,.350,,.502,.783,,.059,357,,.208,874,,.262,.398,,15,0,2022
8,Denver Nuggets*,82,19805,.483,14.4,,.584,.236,.204,.073,.071,.416,,.575,.744,.480,.439,.427,.353,,.584,.857,,.059,373,,.266,1128,,.265,.384,,24,0,2022
9,Detroit Pistons,82,19780,.431,14.0,,.609,.247,.209,.081,.073,.391,,.498,.645,.422,.354,.376,.326,,.498,.893,,.039,257,,.304,1187,,.267,.361,,20,0,2022
10,Golden State Warriors*,82,19730,.469,15.5,,.544,.205,.201,.070,.068,.456,,.557,.711,.510,.408,.382,.364,,.595,.804,,.057,371,,.282,1193,,.215,.339,,24,1,2022
11,Houston Rockets,82,19755,.456,14.2,,.552,.299,.181,.038,.034,.448,,.543,.689,.384,.322,.347,.349,,.502,.784,,.089,547,,.299,1142,,.173,.350,,18,0,2022
12,Indiana Pacers,82,19880,.463,14.1,,.605,.265,.177,.093,.069,.395,,.541,.675,.458,.419,.403,.344,,.510,.860,,.045,294,,.303,1307,,.253,.377,,25,0,2022
13,Los Angeles Clippers,82,19780,.458,14.9,,.609,.208,.183,.118,.100,.391,,.512,.691,.449,.436,.349,.374,,.503,.805,,.053,324,,.211,833,,.214,.410,,17,0,2022
14,Los Angeles Lakers,82,19980,.469,14.0,,.612,.277,.162,.087,.085,.388,,.546,.710,.420,.409,.395,.347,,.476,.825,,.062,403,,.310,1326,,.229,.372,,5,0,2022
15,Memphis Grizzlies*,82,19780,.461,12.9,,.654,.263,.235,.111,.045,.346,,.519,.674,.423,.410,.382,.353,,.504,.854,,.056,384,,.272,1165,,.231,.368,,14,0,2022
16,Miami Heat*,82,19855,.467,14.9,,.578,.224,.182,.107,.065,.422,,.531,.695,.434,.438,.386,.379,,.537,.849,,.049,304,,.236,941,,.296,.418,,23,0,2022
