Rk,Team,G,MP,FG%,Dist.,per_FGA_2P,per_FGA_0-3,per_FGA_3-10,per_FGA_10-16,per_FGA_16-3P,per_FGA_3P,FGA%_2P,FGA%_0-3,FGA%_3-10,FGA%_10-16,FGA%_16-3P,FGA%_3P,FG_astd_2P,FG_astd_3P,dunk_%FGA,dunk_Md.,corner_%3PA,corner_3P%,heaves_Att.,heaves_Md.,Year
13,Los Angeles Clippers*,72,17380,.466,13.8,.625,.272,.167,.104,.081,.375,.522,.669,.408,.419,.400,.371,.465,.818,.067,392,.250,.401,11,0,2020
14,Los Angeles Lakers*,71,17090,.480,13.4,.642,.315,.147,.084,.097,.358,.552,.723,.401,.401,.355,.349,.518,.831,.091,528,.260,.402,10,0,2020
15,Memphis Grizzlies,73,17570,.468,13.0,.654,.281,.210,.103,.060,.346,.532,.667,.443,.427,.397,.347,.547,.880,.057,337,.202,.381,12,0,2020
16,Miami Heat*,73,17745,.468,14.7,.581,.255,.159,.090,.077,.419,.532,.693,.418,.398,.386,.379,.558,.849,.073,401,.231,.381,19,0,2020
17,Milwaukee Bucks*,73,17595,.476,14.6,.572,.284,.141,.082,.064,.428,.567,.717,.374,.458,.467,.355,.498,.811,.057,355,.204,.392,9,0,2020
18,Minnesota Timberwolves,64,15560,.441,14.0,.567,.308,.164,.055,.040,.433,.521,.640,.384,.373,.372,.336,.490,.791,.043,229,.173,.339,11,1,2020
19,New Orleans Pelicans,72,17430,.465,13.8,.597,.309,.144,.079,.065,.403,.528,.666,.376,.394,.378,.370,.516,.874,.060,359,.233,.401,20,0,2020
20,New York Knicks,66,15965,.447,12.9,.682,.313,.159,.091,.119,.318,.499,.640,.364,.401,.382,.337,.451,.872,.072,370,.201,.374,7,0,2020
21,Oklahoma City Thunder*,72,17430,.468,13.8,.647,.260,.173,.128,.087,.353,.529,.680,.386,.455,.474,.355,.457,.778,.061,342,.195,.357,22,1,2020
22,Orlando Magic*,73,17570,.444,14.2,.636,.252,.169,.121,.095,.364,.502,.664,.406,.392,.381,.343,.511,.859,.052,292,.142,.395,25,1,2020
23,Philadelphia 76ers*,73,17595,.468,13.8,.640,.266,.173,.114,.087,.360,.524,.688,.410,.408,.399,.368,.516,.913,.056,329,.193,.409,12,0,2020
24,Phoenix Suns,73,17595,.468,13.4,.639,.296,.146,.116,.081,.361,.529,.659,.404,.444,.405,.358,.574,.889,.054,306,.240,.374,8,0,2020
25,Portland Trail Blazers*,74,17835,.463,14.3,.626,.272,.139,.117,.097,.374,.514,.634,.399,.428,.446,.377,.409,.669,.047,288,.185,.418,12,0,2020
26,Sacramento Kings,72,17455,.462,14.2,.605,.253,.187,.090,.075,.395,.527,.689,.400,.416,.426,.364,.471,.828,.052,302,.211,.392,8,1,2020
27,San Antonio Spurs,71,17215,.472,14.1,.682,.233,.158,.144,.147,.318,.516,.666,.435,.458,.422,.376,.481,.888,.035,197,.207,.400,15,0,2020
28,Toronto Raptors*,72,17380,.458,14.0,.579,.311,.155,.056,.058,.421,.519,.645,.381,.367,.351,.374,.530,.811,.054,315,.217,.382,12,0,2020
29,Utah Jazz*,72,17355,.471,14.1,.586,.256,.196,.087,.048,.414,.535,.692,.407,.420,.428,.380,.452,.775,.064,345,.249,.418,21,1,2020
30,Washington Wizards,72,17355,.457,14.2,.642,.259,.160,.111,.112,.358,.506,.688,.363,.410,.387,.368,.509,.832,.047,276,.167,.388,18,1,2020
,League Average,71,17061,.460,13.9,.616,.282,.165,.093,.077,.384,.524,.667,.396,.416,.404,.358,.504,.815,.059,330,.211,.390,13.9,0.3,2020
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2021
1,Atlanta Hawks*,72,17405,.468,13.9,.618,.260,.178,.119,.061,.382,.526,.656,.415,.454,.443,.373,.504,.791,.065,368,.207,.400,9,0,2021
2,Boston Celtics*,72,17380,.466,14.7,.591,.218,.208,.094,.071,.409,.530,.693,.453,.412,.414,.374,.478,.746,.054,307,.191,.393,16,0,2021
3,Brooklyn Nets*,72,17405,.494,14.1,.587,.271,.164,.097,.055,.413,.565,.693,.443,.480,.450,.392,.536,.795,.062,357,.220,.408,9,0,2021
4,Chicago Bulls,72,17380,.476,13.8,.617,.275,.178,.085,.079,.383,.542,.672,.447,.428,.425,.370,.549,.838,.048,281,.231,.427,13,1,2021
5,Charlotte Hornets,72,17355,.455,14.2,.578,.283,.166,.071,.059,.422,.517,.637,.400,.418,.387,.369,.589,.831,.063,355,.221,.421,11,0,2021
6,Cleveland Cavaliers,72,17430,.450,12.6,.653,.310,.211,.085,.047,.347,.510,.626,.419,.400,.354,.336,.540,.840,.061,341,.220,.376,4,0,2021
7,Dallas Mavericks*,72,17305,.470,15.3,.564,.230,.152,.111,.071,.436,.554,.715,.429,.475,.426,.362,.445,.778,.055,291,.208,.368,14,1,2021
8,Denver Nuggets*,72,17480,.485,14.1,.617,.226,.215,.095,.081,.383,.552,.730,.460,.444,.425,.377,.523,.851,.051,295,.219,.429,16,0,2021
9,Detroit Pistons,72,17430,.452,13.5,.615,.273,.210,.073,.060,.385,.515,.660,.416,.359,.386,.351,.509,.901,.057,312,.226,.351,5,0,2021
10,Golden State Warriors,72,17305,.468,15.3,.561,.229,.181,.072,.079,.439,.541,.709,.449,.402,.391,.376,.595,.806,.064,370,.210,.402,16,1,2021
11,Houston Rockets,72,17305,.444,14.7,.541,.284,.158,.043,.056,.459,.532,.683,.385,.354,.317,.339,.486,.814,.056,314,.227,.342,9,1,2021
12,Indiana Pacers,72,17455,.474,13.2,.628,.316,.176,.081,.054,.372,.540,.655,.414,.445,.417,.364,.535,.880,.033,198,.210,.421,6,0,2021
13,Los Angeles Clippers*,72,17280,.482,14.8,.600,.219,.164,.121,.095,.400,.529,.688,.432,.446,.439,.411,.454,.834,.060,326,.271,.472,13,1,2021
14,Los Angeles Lakers*,72,17455,.472,13.5,.637,.288,.167,.105,.077,.363,.539,.701,.434,.403,.350,.354,.506,.877,.065,344,.250,.367,10,0,2021
15,Memphis Grizzlies*,72,17405,.467,13.0,.658,.251,.221,.141,.046,.342,.525,.661,.443,.453,.393,.356,.543,.872,.051,297,.258,.377,4,0,2021
16,Miami Heat*,72,17380,.468,14.8,.568,.247,.161,.096,.064,.432,.553,.719,.437,.427,.391,.358,.562,.893,.057,309,.239,.361,14,0,2021
17,Milwaukee Bucks*,72,17330,.487,14.6,.596,.255,.155,.104,.082,.404,.554,.717,.419,.457,.426,.389,.468,.782,.059,348,.211,.407,9,0,2021
18,Minnesota Timberwolves,72,17405,.448,13.7,.587,.299,.172,.061,.054,.413,.518,.650,.391,.363,.362,.349,.532,.835,.059,329,.208,.362,8,0,2021
19,New Orleans Pelicans,72,17430,.477,12.6,.658,.336,.165,.087,.071,.342,.544,.660,.413,.414,.457,.348,.526,.871,.060,348,.237,.345,17,3,2021
20,New York Knicks*,72,17430,.456,13.5,.653,.254,.190,.118,.091,.347,.490,.637,.385,.407,.411,.392,.416,.842,.054,300,.283,.426,5,0,2021
21,Oklahoma City Thunder,72,17355,.441,13.7,.601,.278,.200,.074,.050,.399,.509,.635,.401,.410,.381,.339,.455,.824,.048,275,.188,.375,16,1,2021
22,Orlando Magic,72,17330,.429,14.4,.644,.201,.212,.121,.109,.356,.476,.652,.386,.424,.388,.343,.469,.827,.036,197,.150,.359,10,0,2021
23,Philadelphia 76ers*,72,17430,.476,13.7,.653,.241,.203,.117,.092,.347,.531,.672,.436,.479,.438,.374,.452,.894,.056,321,.261,.417,9,0,2021
24,Phoenix Suns*,72,17480,.490,14.9,.608,.211,.158,.148,.091,.392,.563,.718,.470,.509,.454,.378,.524,.849,.039,232,.265,.430,11,0,2021
25,Portland Trail Blazers*,72,17305,.453,15.6,.552,.244,.133,.085,.089,.448,.509,.637,.378,.439,.422,.385,.405,.693,.033,183,.159,.393,10,0,2021
26,Sacramento Kings,72,17305,.481,13.6,.624,.249,.213,.106,.056,.376,.551,.717,.432,.479,.400,.364,.516,.805,.062,359,.212,.422,12,0,2021
27,San Antonio Spurs,72,17480,.462,13.3,.686,.240,.199,.142,.105,.314,.514,.658,.435,.433,.444,.350,.492,.877,.035,204,.200,.377,5,0,2021
28,Toronto Raptors,72,17305,.448,14.9,.556,.236,.194,.065,.061,.444,.512,.662,.407,.409,.375,.368,.483,.822,.051,280,.225,.388,11,0,2021
29,Utah Jazz*,72,17355,.468,15.5,.512,.207,.201,.069,.035,.488,.544,.703,.443,.448,.372,.389,.444,.763,.058,325,.254,.408,13,0,2021
30,Washington Wizards*,72,17405,.475,13.6,.681,.199,.268,.101,.114,.319,.533,.695,.515,.408,.402,.351,.501,.880,.055,320,.231,.369,9,0,2021
,League Average,72,17381,.466,14.1,.608,.254,.186,.096,.072,.392,.530,.675,.428,.435,.409,.367,.502,.826,.054,303,.222,.395,10.5,0.3,2021
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2022
1,Atlanta Hawks*,82,19705,.470,14.5,.610,.246,.164,.111,.089,.390,.531,.669,.437,.444,.429,.374,.529,.735,.060,401,.221,.426,14,1,2022
2,Boston Celtics*,82,19905,.466,14.8,.575,.218,.203,.082,.073,.425,.547,.739,.450,.411,.398,.356,.512,.813,.058,370,.231,.389,10,0,2022
3,Brooklyn Nets*,82,19755,.475,13.9,.641,.245,.166,.136,.094,.359,.538,.659,.447,.475,.478,.361,.541,.764,.053,338,.235,.393,7,0,2022
4,Chicago Bulls*,82,19730,.480,13.8,.668,.259,.151,.127,.131,.332,.535,.677,.452,.450,.435,.369,.476,.852,.050,321,.273,.418,18,1,2022
5,Charlotte Hornets,82,19880,.468,13.9,.582,.290,.177,.069,.047,.418,.542,.690,.385,.402,.419,.365,.559,.857,.079,531,.287,.372,20,0,2022
6,Cleveland Cavaliers,82,19730,.469,13.7,.613,.284,.182,.091,.056,.387,.541,.697,.402,.426,.391,.355,.556,.822,.080,501,.235,.332,9,1,2022
7,Dallas Mavericks*,82,19755,.461,15.3,.561,.206,.176,.108,.071,.439,.548,.736,.450,.452,.395,.350,.502,.783,.059,357,.262,.398,15,0,2022
8,Denver Nuggets*,82,19805,.483,14.4,.584,.236,.204,.073,.071,.416,.575,.744,.480,.439,.427,.353,.584,.857,.059,373,.265,.384,24,0,2022
9,Detroit Pistons,82,19780,.431,14.0,.609,.247,.209,.081,.073,.391,.498,.645,.422,.354,.376,.326,.498,.893,.039,257,.267,.361,20,0,2022
10,Golden State Warriors*,82,19730,.469,15.5,.544,.205,.201,.070,.068,.456,.557,.711,.510,.408,.382,.364,.595,.804,.057,371,.215,.339,24,1,2022
11,Houston Rockets,82,19755,.456,14.2,.552,.299,.181,.038,.034,.448,.543,.689,.384,.322,.347,.349,.502,.784,.089,547,.173,.350,18,0,2022
12,Indiana Pacers,82,19880,.463,14.1,.605,.265,.177,.093,.069,.395,.541,.675,.458,.419,.403,.344,.510,.860,.045,294,.253,.377,25,0,2022
13,Los Angeles Clippers,82,19780,.458,14.9,.609,.208,.183,.118,.100,.391,.512,.691,.449,.436,.349,.374,.503,.805,.053,324,.214,.410,17,0,2022
14,Los Angeles Lakers,82,19980,.469,14.0,.612,.277,.162,.087,.085,.388,.546,.710,.420,.409,.395,.347,.476,.825,.062,403,.229,.372,5,0,2022
15,Memphis Grizzlies*,82,19780,.461,12.9,.654,.263,.235,.111,.045,.346,.519,.674,.423,.410,.382,.353,.504,.854,.056,384,.231,.368,14,0,2022
16,Miami Heat*,82,19855,.467,14.9,.578,.224,.182,.107,.065,.422,.531,.695,.434,.438,.386,.379,.537,.849,.049,304,.296,.418,23,0,2022
17,Milwaukee Bucks*,82,19755,.468,15.1,.570,.236,.161,.103,.070,.430,.544,.717,.420,.446,.395,.366,.461,.789,.049,317,.241,.393,11,0,2022
18,Minnesota Timberwolves*,82,19780,.457,14.5,.546,.267,.173,.059,.047,.454,.540,.677,.413,.432,.366,.358,.519,.797,.066,429,.223,.394,19,0,2022
19,New Orleans Pelicans*,82,19755,.457,13.6,.635,.266,.189,.100,.081,.365,.528,.668,.427,.458,.394,.332,.531,.873,.055,354,.240,.369,18,2,2022
20,New York Knicks,82,19780,.437,14.7,.572,.253,.158,.086,.074,.428,.497,.654,.374,.376,.361,.357,.465,.795,.069,431,.219,.392,7,0,2022
21,Oklahoma City Thunder,82,19805,.430,14.3,.581,.205,.261,.073,.041,.419,.507,.643,.444,.427,.366,.323,.466,.828,.052,325,.207,.349,9,0,2022
22,Orlando Magic,82,19780,.434,14.4,.583,.223,.227,.069,.063,.417,.507,.670,.425,.420,.329,.331,.499,.880,.061,384,.212,.385,16,0,2022
23,Philadelphia 76ers*,82,19805,.466,14.0,.624,.240,.194,.119,.071,.376,.527,.702,.414,.417,.431,.364,.505,.835,.050,315,.244,.394,12,0,2022
24,Phoenix Suns*,82,19730,.485,14.2,.646,.188,.222,.149,.088,.354,.551,.709,.503,.497,.427,.364,.552,.832,.053,370,.260,.390,13,0,2022
25,Portland Trail Blazers,82,19730,.442,14.6,.578,.260,.173,.074,.071,.422,.513,.630,.423,.421,.402,.346,.500,.787,.047,293,.210,.368,11,0,2022
26,Sacramento Kings,82,19805,.460,13.9,.623,.233,.219,.099,.072,.377,.530,.698,.433,.423,.425,.344,.498,.807,.059,362,.219,.385,13,1,2022
27,San Antonio Spurs,82,19805,.467,13.4,.655,.236,.226,.124,.069,.345,.527,.674,.455,.441,.413,.352,.551,.912,.036,251,.230,.368,14,1,2022
28,Toronto Raptors*,82,19855,.445,14.3,.625,.225,.209,.097,.095,.375,.503,.653,.439,.426,.365,.349,.434,.804,.055,354,.240,.400,17,2,2022
29,Utah Jazz*,82,19730,.471,15.1,.532,.203,.235,.066,.029,.468,.568,.729,.481,.458,.396,.360,.454,.727,.070,442,.242,.383,14,1,2022
30,Washington Wizards,82,19830,.472,13.9,.644,.226,.225,.107,.086,.356,.543,.727,.456,.430,.426,.342,.532,.860,.065,408,.246,.397,11,0,2022
,League Average,82,19793,.461,14.3,.601,.241,.194,.094,.071,.399,.533,.687,.439,.431,.400,.354,.512,.821,.058,370,.237,.383,14.9,0.4,2022
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2023
1,Atlanta Hawks*,82,19855,.483,13.2,.669,.250,.186,.133,.091,.331,.548,.696,.440,.486,.439,.352,.488,.755,.064,450,.262,.364,8,0,2023
2,Boston Celtics*,82,19980,.475,15.3,.520,.210,.192,.063,.048,.480,.567,.732,.466,.463,.390,.377,.509,.814,.051,335,.223,.403,12,0,2023
3,Brooklyn Nets*,82,19730,.487,14.6,.603,.222,.177,.122,.082,.397,.559,.701,.459,.489,.494,.378,.525,.820,.059,373,.243,.392,6,0,2023
4,Chicago Bulls,82,19905,.490,13.6,.667,.281,.146,.116,.125,.333,.555,.683,.474,.464,.446,.361,.474,.886,.054,329,.262,.397,4,0,2023
5,Charlotte Hornets,82,19830,.457,13.1,.640,.287,.208,.087,.058,.360,.528,.688,.384,.439,.385,.330,.536,.817,.073,482,.261,.354,10,0,2023
6,Cleveland Cavaliers*,82,19880,.488,13.2,.629,.278,.196,.092,.054,.371,.559,.717,.440,.450,.378,.367,.545,.715,.084,536,.238,.367,12,0,2023
7,Dallas Mavericks,82,19930,.475,15.6,.513,.218,.169,.080,.046,.487,.574,.708,.499,.470,.396,.371,.448,.776,.050,304,.271,.403,26,1,2023
8,Denver Nuggets*,82,19755,.504,13.2,.639,.258,.213,.083,.077,.361,.575,.758,.477,.401,.421,.379,.597,.808,.080,509,.251,.407,27,2,2023
9,Detroit Pistons,82,19805,.454,13.8,.628,.217,.224,.111,.068,.372,.516,.677,.431,.432,.413,.351,.466,.832,.060,396,.264,.372,13,0,2023
10,Golden State Warriors*,82,19830,.479,16.0,.521,.177,.210,.069,.065,.479,.564,.710,.540,.407,.413,.385,.606,.828,.056,374,.199,.395,23,1,2023
11,Houston Rockets,82,19755,.457,13.0,.641,.259,.262,.070,.049,.359,.530,.678,.436,.448,.366,.327,.477,.766,.084,523,.173,.361,14,0,2023
12,Indiana Pacers,82,19755,.469,13.9,.587,.266,.189,.080,.045,.413,.540,.679,.425,.414,.402,.367,.547,.817,.048,323,.224,.386,17,2,2023
13,Los Angeles Clippers*,82,19830,.477,14.5,.613,.221,.190,.110,.092,.387,.539,.692,.475,.450,.408,.381,.467,.838,.063,391,.249,.406,16,1,2023
14,Los Angeles Lakers*,82,19880,.482,13.2,.649,.261,.214,.095,.079,.351,.555,.728,.460,.425,.397,.346,.502,.849,.065,429,.238,.369,8,0,2023
15,Memphis Grizzlies*,82,19780,.475,13.0,.628,.273,.224,.099,.033,.372,.548,.688,.446,.447,.386,.351,.504,.837,.058,387,.245,.376,15,1,2023
16,Miami Heat*,82,19805,.460,14.5,.592,.196,.217,.120,.052,.408,.540,.683,.480,.471,.411,.344,.511,.802,.046,285,.260,.367,8,0,2023
17,Milwaukee Bucks*,82,19830,.473,15.3,.554,.236,.156,.091,.071,.446,.557,.724,.443,.429,.417,.368,.489,.819,.052,351,.230,.379,11,0,2023
18,Minnesota Timberwolves*,82,19830,.490,13.2,.619,.285,.208,.075,.051,.381,.568,.723,.439,.451,.399,.365,.539,.790,.067,436,.241,.395,20,0,2023
19,New Orleans Pelicans,82,19855,.480,12.9,.656,.255,.230,.099,.065,.344,.541,.698,.444,.484,.343,.364,.510,.883,.063,402,.227,.364,18,0,2023
20,New York Knicks*,82,19955,.470,13.6,.600,.266,.196,.096,.043,.400,.547,.679,.460,.424,.404,.354,.428,.820,.066,425,.272,.382,9,0,2023
21,Oklahoma City Thunder,82,19855,.465,13.1,.631,.276,.217,.096,.043,.369,.530,.658,.413,.469,.424,.356,.444,.879,.047,320,.203,.400,12,0,2023
22,Orlando Magic,82,19780,.470,13.5,.639,.249,.221,.094,.076,.361,.539,.713,.440,.427,.398,.346,.470,.858,.064,395,.213,.415,9,0,2023
23,Philadelphia 76ers*,82,19880,.487,13.8,.611,.251,.191,.109,.054,.389,.551,.697,.429,.463,.472,.387,.516,.806,.044,262,.256,.402,13,0,2023
24,Phoenix Suns*,82,19780,.467,14.3,.638,.194,.203,.159,.083,.362,.520,.693,.442,.460,.424,.374,.562,.856,.047,306,.291,.421,13,0,2023
25,Portland Trail Blazers,82,19730,.474,14.1,.587,.288,.161,.069,.062,.413,.550,.673,.434,.437,.414,.365,.502,.774,.058,357,.204,.362,9,0,2023
26,Sacramento Kings*,82,19830,.494,14.1,.577,.243,.199,.080,.050,.423,.586,.741,.488,.438,.450,.369,.495,.875,.059,380,.226,.397,9,0,2023
27,San Antonio Spurs,82,19855,.465,13.1,.652,.258,.230,.112,.053,.348,.529,.679,.442,.412,.425,.345,.530,.924,.040,265,.216,.367,18,0,2023
28,Toronto Raptors,82,19805,.459,13.4,.649,.243,.220,.095,.084,.351,.525,.694,.445,.406,.379,.335,.474,.819,.064,432,.264,.363,22,0,2023
29,Utah Jazz,82,19805,.473,14.2,.579,.204,.266,.073,.036,.421,.560,.708,.497,.438,.439,.353,.500,.854,.071,460,.220,.413,16,0,2023
30,Washington Wizards,82,19755,.485,14.0,.635,.211,.244,.107,.073,.365,.559,.760,.470,.460,.420,.356,.508,.862,.059,377,.215,.399,16,2,2023
,League Average,82,19826,.475,13.9,.613,.245,.206,.096,.063,.387,.548,.701,.454,.447,.414,.361,.506,.825,.060,386,.237,.387,13.8,0.3,2023
Rk,Team,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,Md.,%3PA,3P%,Att.,Md.,2024
1,Atlanta Hawks,82,19855,.465,14.1,.592,.247,.194,.104,.047,.408,.535,.649,.437,.477,.471,.364,.537,.791,.065,445,.260,.380,15,0,2024
2,Boston Celtics*,82,19830,.487,15.6,.529,.212,.181,.083,.053,.471,.575,.745,.478,.454,.418,.388,.503,.796,.066,439,.204,.441,11,1,2024
3,Brooklyn Nets,82,19805,.456,14.2,.588,.242,.199,.094,.053,.412,.522,.692,.406,.433,.346,.362,.527,.844,.054,353,.261,.414,23,1,2024
4,Chicago Bulls,82,19980,.470,13.6,.642,.266,.181,.106,.089,.358,.532,.642,.465,.481,.404,.358,.488,.876,.039,236,.275,.385,11,0,2024
5,Charlotte Hornets,82,19730,.460,14.1,.609,.251,.198,.094,.065,.391,.528,.692,.438,.404,.344,.355,.525,.839,.059,381,.219,.367,21,0,2024
6,Cleveland Cavaliers*,82,19805,.479,14.0,.578,.276,.190,.073,.039,.422,.561,.686,.448,.457,.416,.367,.589,.844,.070,444,.239,.376,10,1,2024
7,Dallas Mavericks*,82,19705,.481,15.1,.559,.222,.175,.098,.064,.441,.569,.747,.470,.451,.404,.369,.524,.735,.069,447,.274,.362,16,0,2024
8,Denver Nuggets*,82,19705,.496,13.3,.648,.265,.209,.090,.083,.352,.562,.688,.487,.457,.464,.374,.598,.864,.066,438,.238,.384,24,0,2024
9,Detroit Pistons,82,19755,.463,13.5,.640,.224,.242,.112,.063,.360,.528,.679,.461,.455,.377,.348,.541,.844,.072,470,.273,.359,21,0,2024
10,Golden State Warriors,82,19830,.477,15.0,.575,.185,.238,.083,.069,.425,.548,.716,.504,.419,.410,.380,.599,.810,.055,370,.163,.395,15,1,2024
11,Houston Rockets,82,19855,.459,14.2,.603,.237,.215,.084,.066,.397,.530,.675,.437,.455,.407,.352,.512,.781,.059,379,.171,.395,28,0,2024
12,Indiana Pacers*,82,19705,.507,13.5,.620,.259,.220,.094,.047,.380,.589,.718,.493,.505,.497,.374,.576,.855,.059,415,.234,.405,11,0,2024
13,Los Angeles Clippers*,82,19705,.489,14.1,.617,.228,.207,.120,.063,.383,.555,.720,.469,.472,.402,.381,.544,.744,.070,433,.247,.417,9,0,2024
14,Los Angeles Lakers*,82,19855,.499,13.3,.642,.259,.221,.097,.065,.358,.567,.769,.451,.428,.365,.377,.591,.822,.081,533,.248,.388,15,0,2024
15,Memphis Grizzlies,82,19780,.435,14.3,.572,.238,.222,.071,.040,.428,.502,.652,.397,.409,.359,.346,.526,.873,.044,277,.244,.351,21,0,2024
16,Miami Heat*,82,19755,.465,14.2,.606,.194,.248,.111,.053,.394,.527,.672,.494,.409,.399,.370,.537,.892,.049,301,.276,.398,13,0,2024
17,Milwaukee Bucks*,82,19805,.487,15.0,.570,.238,.167,.092,.073,.430,.574,.761,.430,.447,.456,.373,.504,.841,.056,372,.255,.414,10,0,2024
18,Minnesota Timberwolves*,82,19805,.485,13.5,.616,.250,.228,.089,.048,.384,.546,.716,.439,.439,.376,.387,.547,.869,.075,465,.279,.409,17,1,2024
19,New Orleans Pelicans*,82,19705,.486,13.5,.627,.254,.218,.099,.056,.373,.548,.695,.440,.472,.434,.383,.531,.883,.053,343,.266,.434,22,1,2024
20,New York Knicks*,82,19730,.465,13.9,.596,.252,.190,.107,.047,.404,.531,.658,.451,.433,.392,.369,.474,.837,.051,325,.269,.414,8,1,2024
21,Oklahoma City Thunder*,82,19805,.499,13.8,.617,.252,.191,.117,.057,.383,.567,.712,.458,.503,.422,.389,.487,.894,.054,350,.243,.416,5,0,2024
22,Orlando Magic*,82,19780,.476,13.2,.631,.269,.221,.091,.050,.369,.549,.722,.440,.397,.380,.352,.509,.879,.072,453,.262,.366,17,0,2024
23,Philadelphia 76ers*,82,19780,.464,13.7,.627,.261,.204,.099,.063,.373,.525,.669,.407,.452,.424,.363,.510,.818,.048,309,.217,.410,8,0,2024
24,Phoenix Suns*,82,19780,.493,14.3,.622,.224,.184,.134,.081,.378,.561,.713,.457,.499,.474,.382,.543,.864,.056,346,.249,.405,2,0,2024
25,Portland Trail Blazers,82,19880,.439,13.6,.630,.241,.220,.102,.067,.370,.494,.637,.394,.422,.415,.345,.484,.838,.047,293,.239,.371,13,0,2024
26,Sacramento Kings,82,19855,.477,14.8,.568,.206,.218,.096,.048,.432,.561,.715,.509,.439,.378,.366,.543,.879,.054,356,.244,.393,8,0,2024
27,San Antonio Spurs,82,19830,.462,13.9,.599,.258,.200,.088,.052,.401,.539,.692,.445,.427,.338,.347,.625,.914,.066,437,.235,.384,16,0,2024
28,Toronto Raptors,82,19805,.471,13.2,.631,.270,.221,.086,.054,.369,.543,.702,.439,.404,.397,.347,.588,.903,.048,313,.253,.380,11,0,2024
29,Utah Jazz,82,19805,.467,13.8,.594,.201,.289,.071,.033,.406,.544,.725,.471,.412,.372,.354,.544,.882,.072,489,.276,.390,17,0,2024
30,Washington Wizards,82,19730,.470,13.8,.611,.248,.236,.085,.042,.389,.548,.731,.435,.404,.387,.348,.571,.843,.057,383,.222,.392,16,1,2024
,League Average,82,19788,.474,14.0,.605,.241,.211,.096,.058,.395,.545,.699,.452,.446,.407,.366,.540,.844,.060,387,.244,.393,14.5,0.3,2024
